,Code,Filename,Real_flag
479,02Y,20180819_054359.avi,0.0
480,02Z,20180819_054408.avi,0.0
481,030,20180819_054418.avi,0.0
482,031,20180819_054425.avi,0.0
483,032,20180819_054434.avi,0.0
484,033,20180819_054440.avi,0.0
485,034,20180819_054556.avi,0.0
486,035,20180819_054610.avi,0.0
487,036,20180819_054615.avi,0.0
488,037,20180819_054848.avi,0.0
489,038,20180819_054901.avi,0.0
490,039,20180819_054924.avi,0.0
491,03A,20180819_054929.avi,0.0
492,03B,20180819_055130.avi,0.0
493,03C,20180819_055139.avi,0.0
494,03D,20180819_055154.avi,0.0
495,03E,20180819_055220.avi,0.0
496,03F,20180819_055226.avi,0.0
497,03G,20180819_055231.avi,0.0
498,03H,20180819_055237.avi,0.0
499,03I,20180819_055242.avi,0.0
500,03J,20180819_055249.avi,0.0
501,03K,20180819_055257.avi,0.0
502,03L,20180819_055321.avi,0.0
503,03M,20180819_055327.avi,0.0
504,03N,20180819_055354.avi,0.0
505,03O,20180819_055408.avi,0.0
506,03P,20180819_055433.avi,0.0
507,03Q,20180819_055438.avi,0.0
508,03R,20180819_060309.avi,0.0
509,03S,20180819_062853.avi,0.0
510,03T,20180819_063930.avi,0.0
511,03U,20180819_082005.avi,0.0
512,03V,20180819_091810.avi,0.0
513,03W,20180819_091815.avi,0.0
514,03X,20180819_091931.avi,0.0
515,03Y,20180819_091943.avi,0.0
516,03Z,20180819_091947.avi,0.0
517,040,20180819_091952.avi,0.0
518,041,20180819_092008.avi,0.0
519,042,20180819_092014.avi,0.0
520,043,20180819_092051.avi,0.0
521,044,20180819_092056.avi,0.0
522,045,20180819_092110.avi,0.0
523,046,20180819_092114.avi,0.0
524,047,20180819_092152.avi,0.0
525,048,20180819_092214.avi,0.0
526,049,20180819_092300.avi,0.0
527,04A,20180819_092311.avi,0.0
528,04B,20180819_092324.avi,0.0
529,04C,20180819_092344.avi,0.0
530,04D,20180819_092402.avi,0.0
531,04E,20180819_092412.avi,0.0
532,04F,20180819_092424.avi,0.0
533,04G,20180819_092447.avi,0.0
534,04H,20180819_092508.avi,0.0
535,04I,20180819_092549.avi,0.0
536,04J,20180819_092624.avi,0.0
537,04K,20180819_092634.avi,0.0
538,04L,20180819_092657.avi,0.0
539,04M,20180819_092704.avi,0.0
540,04N,20180819_092708.avi,0.0
541,04O,20180819_092717.avi,0.0
542,04P,20180819_092751.avi,0.0
543,04Q,20180819_093139.avi,0.0
544,04R,20180819_093206.avi,0.0
545,04S,20180819_093211.avi,0.0
546,04T,20180819_093218.avi,0.0
547,04U,20180819_093239.avi,0.0
548,04V,20180819_093317.avi,0.0
549,04W,20180819_093326.avi,0.0
550,04X,20180819_093347.avi,0.0
551,04Y,20180819_093352.avi,0.0
552,04Z,20180819_093417.avi,0.0
553,050,20180819_093430.avi,0.0
554,051,20180819_093449.avi,0.0
555,052,20180819_093510.avi,0.0
556,053,20180819_093520.avi,0.0
557,054,20180819_093530.avi,0.0
558,055,20180819_093642.avi,0.0
559,056,20180819_093839.avi,0.0
560,057,20180819_093941.avi,0.0
561,058,20180819_093945.avi,0.0
562,059,20180819_093951.avi,0.0
563,05A,20180819_093957.avi,0.0
564,05B,20180819_094004.avi,0.0
565,05C,20180819_094014.avi,0.0
566,05D,20180819_094025.avi,0.0
567,05E,20180819_094033.avi,0.0
568,05F,20180819_094037.avi,0.0
569,05G,20180819_094043.avi,0.0
570,05H,20180819_094047.avi,0.0
571,05I,20180819_094120.avi,0.0
572,05J,20180819_094130.avi,0.0
573,05K,20180819_094155.avi,0.0
574,05L,20180819_094206.avi,0.0
575,05M,20180819_094326.avi,0.0
576,05N,20180819_094332.avi,0.0
577,05O,20180819_094339.avi,0.0
578,05P,20180819_094358.avi,0.0
579,05Q,20180819_094410.avi,0.0
580,05R,20180819_094557.avi,0.0
581,05S,20180819_094612.avi,0.0
582,05T,20180819_094827.avi,0.0
583,05U,20180819_094833.avi,0.0
584,05V,20180819_094945.avi,0.0
585,05W,20180819_095018.avi,0.0
586,05X,20180819_095026.avi,0.0
587,05Y,20180819_095035.avi,0.0
588,05Z,20180819_095039.avi,0.0
589,060,20180819_095046.avi,0.0
590,061,20180819_095057.avi,0.0
591,062,20180819_095101.avi,0.0
592,063,20180819_095104.avi,0.0
593,064,20180819_095132.avi,0.0
594,065,20180819_095236.avi,0.0
595,066,20180819_095243.avi,0.0
596,067,20180819_095249.avi,0.0
597,068,20180819_095324.avi,0.0
598,069,20180819_095342.avi,0.0
599,06A,20180819_101821.avi,0.0
600,06B,20180819_101829.avi,0.0
601,06C,20180819_101842.avi,0.0
602,06D,20180819_101847.avi,0.0
603,06E,20180819_101853.avi,0.0
604,06F,20180819_101909.avi,0.0
605,06G,20180819_101928.avi,0.0
606,06H,20180819_101937.avi,0.0
607,06I,20180819_101942.avi,0.0
608,06J,20180819_101956.avi,0.0
609,06K,20180819_102023.avi,0.0
610,06L,20180819_102027.avi,0.0
611,06M,20180819_102033.avi,0.0
612,06N,20180819_102314.avi,0.0
613,06O,20180819_102327.avi,0.0
614,06P,20180819_102339.avi,0.0
615,06Q,20180819_102347.avi,0.0
616,06R,20180819_103103.avi,0.0
617,06S,20180819_103112.avi,0.0
618,06T,20180819_103121.avi,0.0
619,06U,20180819_103131.avi,0.0
620,06V,20180819_103146.avi,0.0
621,06W,20180819_103211.avi,0.0
622,06X,20180819_103216.avi,0.0
623,06Y,20180819_103226.avi,0.0
624,06Z,20180819_103232.avi,0.0
625,070,20180819_103437.avi,0.0
626,071,20180819_103446.avi,0.0
627,072,20180819_103512.avi,0.0
628,073,20180819_103518.avi,0.0
629,074,20180819_103537.avi,0.0
630,075,20180819_103601.avi,0.0
631,076,20180819_103619.avi,0.0
632,077,20180819_103629.avi,0.0
633,078,20180819_103648.avi,0.0
634,079,20180819_103732.avi,0.0
635,07A,20180819_103743.avi,0.0
636,07B,20180819_103813.avi,0.0
637,07C,20180819_103824.avi,0.0
638,07D,20180819_103841.avi,0.0
639,07E,20180819_103845.avi,0.0
640,07F,20180819_103855.avi,0.0
641,07G,20180819_103903.avi,0.0
642,07H,20180819_103921.avi,0.0
643,07I,20180819_105138.avi,0.0
644,07J,20180819_105306.avi,0.0
645,07K,20180819_105315.avi,0.0
646,07L,20180819_105323.avi,0.0
647,07M,20180819_105332.avi,0.0
648,07N,20180819_105335.avi,0.0
649,07O,20180819_105339.avi,0.0
650,07P,20180819_105349.avi,0.0
651,07Q,20180819_105354.avi,0.0
652,07R,20180819_105406.avi,0.0
653,07S,20180819_105437.avi,0.0
654,07T,20180819_105456.avi,0.0
655,07U,20180819_105503.avi,0.0
656,07V,20180819_105526.avi,0.0
657,07W,20180819_105648.avi,0.0
658,07X,20180819_105653.avi,0.0
659,07Y,20180819_105706.avi,0.0
660,07Z,20180819_105713.avi,0.0
661,080,20180819_105721.avi,0.0
662,081,20180819_105730.avi,0.0
663,082,20180819_105733.avi,0.0
664,083,20180819_105746.avi,0.0
665,084,20180819_105805.avi,0.0
666,085,20180819_105907.avi,0.0
667,086,20180819_112857.avi,0.0
668,087,20180819_112909.avi,0.0
669,088,20180819_112916.avi,0.0
670,089,20180819_113004.avi,0.0
671,08A,20180819_113019.avi,0.0
672,08B,20180819_113038.avi,0.0
673,08C,20180819_113053.avi,0.0
674,08D,20180819_113105.avi,0.0
675,08E,20180819_113131.avi,0.0
676,08F,20180819_113136.avi,0.0
677,08G,20180819_113803.avi,0.0
678,08H,20180820_050354.avi,0.0
679,08I,20180820_050424.avi,0.0
680,08J,20180820_050430.avi,0.0
681,08K,20180820_050434.avi,0.0
682,08L,20180820_050443.avi,0.0
683,08M,20180820_050455.avi,0.0
684,08N,20180820_050458.avi,0.0
685,08O,20180820_050501.avi,0.0
686,08P,20180820_050505.avi,0.0
687,08Q,20180820_050514.avi,0.0
688,08R,20180820_050518.avi,0.0
689,08S,20180820_050556.avi,0.0
690,08T,20180820_050610.avi,0.0
691,08U,20180820_050616.avi,0.0
692,08V,20180820_050718.avi,0.0
693,08W,20180820_050728.avi,0.0
694,08X,20180820_050736.avi,0.0
695,08Y,20180820_051316.avi,0.0
696,08Z,20180820_051340.avi,0.0
697,090,20180820_051822.avi,0.0
698,091,20180820_051845.avi,0.0
699,092,20180820_051853.avi,0.0
700,093,20180820_051859.avi,0.0
701,094,20180820_051903.avi,0.0
702,095,20180820_051907.avi,0.0
703,096,20180820_052309.avi,0.0
704,097,20180820_052313.avi,0.0
705,098,20180820_052332.avi,0.0
706,099,20180820_052345.avi,0.0
707,09A,20180820_052351.avi,0.0
708,09B,20180820_052356.avi,0.0
709,09C,20180820_052409.avi,0.0
710,09D,20180820_052412.avi,0.0
711,09E,20180820_052417.avi,0.0
712,09F,20180820_052434.avi,0.0
713,09G,20180820_052437.avi,0.0
